contentId,title,description,location,source,type,currencyCode,amount,url,distance
503,Exhibitions,,"48.109319, -19.235769",MockSource,Exhibitions,USD,52.15,https://placeholder.url,3.38
271,Outdoors,,"62.029427, -40.227958",MockSource,Outdoors,USD,56.22,https://placeholder.url,1.11
728,Theater,,"-87.198747, -154.590691",MockSource,Theater,USD,122.91,https://placeholder.url,3.43
951,Virtual,,"-57.937699, -136.721533",MockSource,Virtual,USD,31.86,https://placeholder.url,0.43
735,Nightlife,,"-31.498312, 13.212918",MockSource,Nightlife,USD,47.9,https://placeholder.url,3.83
554,Film,,"-62.702784, -105.375482",MockSource,Film,USD,33.46,https://placeholder.url,0.48
716,Outdoors,,"83.282515, -86.747221",MockSource,Outdoors,USD,12.05,https://placeholder.url,15.28
50,Holiday,,"85.759986, 110.906359",MockSource,Holiday,USD,48.51,https://placeholder.url,1.86
175,Wellness,,"22.815282, 108.60629",MockSource,Wellness,USD,16.66,https://placeholder.url,16.11
650,Workshops,,"88.743169, 32.081574",MockSource,Workshops,USD,26.63,https://placeholder.url,17.06
779,Exhibitions,,"67.887416, 138.293487",MockSource,Exhibitions,USD,68.84,https://placeholder.url,0.41
394,Workshops,,"-29.956875, -3.142212",MockSource,Workshops,USD,36.52,https://placeholder.url,0.58
699,Science,,"-0.313671, -9.28274",MockSource,Science,USD,98.7,https://placeholder.url,0.32
402,Workshops,,"84.98892, 20.632599",MockSource,Workshops,USD,46.44,https://placeholder.url,7.06
260,Film,,"-14.210947, 92.942367",MockSource,Film,USD,11.35,https://placeholder.url,1.35
844,Music,,"-30.282163, 36.68052",MockSource,Music,USD,51.54,https://placeholder.url,11.7
887,Nightlife,,"46.704501, -127.15575",MockSource,Nightlife,USD,59.03,https://placeholder.url,7.1
348,Family,,"17.589506, 61.433266",MockSource,Family,USD,48.07,https://placeholder.url,12.46
997,Sports,,"-1.7479, 174.600959",MockSource,Sports,USD,56.05,https://placeholder.url,11.16
706,Charity,,"-73.512188, 141.040238",MockSource,Charity,USD,31.23,https://placeholder.url,7.91
255,Holiday,,"-46.738081, -178.885337",MockSource,Holiday,USD,89.43,https://placeholder.url,10.27
77,Family,,"78.419504, 169.426541",MockSource,Family,USD,54.46,https://placeholder.url,14.18
974,Sports,,"53.339174, 41.415959",MockSource,Sports,USD,116.73,https://placeholder.url,16.75
671,Wellness,,"-64.712348, 75.157446",MockSource,Wellness,USD,45.29,https://placeholder.url,12.29
665,Outdoors,,"7.197844, -59.750707",MockSource,Outdoors,USD,78.01,https://placeholder.url,12.65
667,Virtual,,"5.597484, 7.414367",MockSource,Virtual,USD,14.57,https://placeholder.url,9.16
809,Charity,,"15.734014, 146.067477",MockSource,Charity,USD,31.06,https://placeholder.url,15.71
21,Family,,"52.763103, -13.154077",MockSource,Family,USD,17.6,https://placeholder.url,11.98
99,Sports,,"-50.129453, -60.07497",MockSource,Sports,USD,123.88,https://placeholder.url,9.35
743,Networking,,"86.274258, -33.387318",MockSource,Networking,USD,26.89,https://placeholder.url,2.03
182,Film,,"-8.241972, -7.610626",MockSource,Film,USD,37.54,https://placeholder.url,16.89
834,Family,,"-31.912212, -100.568025",MockSource,Family,USD,41.08,https://placeholder.url,16.98
512,Wellness,,"-32.033325, 31.911131",MockSource,Wellness,USD,44.78,https://placeholder.url,17.44
642,Gaming,,"14.018038, -63.138823",MockSource,Gaming,USD,23.93,https://placeholder.url,12.97
957,Virtual,,"27.614058, 83.225625",MockSource,Virtual,USD,27.39,https://placeholder.url,9.39
335,Festivals,,"35.415754, 75.556337",MockSource,Festivals,USD,185.35,https://placeholder.url,11.61
775,Festivals,,"-58.986618, -172.770209",MockSource,Festivals,USD,78.38,https://placeholder.url,56.06
721,Festivals,,"67.772453, -3.374567",MockSource,Festivals,USD,91.13,https://placeholder.url,79.79
975,Charity,,"53.971649, 151.416344",MockSource,Charity,USD,3.22,https://placeholder.url,5.69
925,Networking,,"16.852216, -21.136844",MockSource,Networking,USD,143.81,https://placeholder.url,12.19
874,Workshops,,"-15.560715, -17.174395",MockSource,Workshops,USD,28.65,https://placeholder.url,16.68
328,Music,,"-5.378204, 34.477194",MockSource,Music,USD,122.23,https://placeholder.url,4.56
758,Film,,"-28.934861, 16.578125",MockSource,Film,USD,38.48,https://placeholder.url,21.65
713,Film,,"51.234788, -41.879662",MockSource,Film,USD,18.94,https://placeholder.url,0.52
811,Pets,,"-26.255286, 162.844687",MockSource,Pets,USD,21.01,https://placeholder.url,0.8
419,Community,,"8.379399, 19.329651",MockSource,Community,USD,8.92,https://placeholder.url,13.93
367,Community,,"56.031314, 164.677922",MockSource,Community,USD,16.57,https://placeholder.url,6.97
969,Family,,"24.937707, -140.891866",MockSource,Family,USD,19.08,https://placeholder.url,8.71
754,Community,,"-57.574546, -46.537602",MockSource,Community,USD,1.29,https://placeholder.url,7.12
87,Film,,"46.805901, -10.118831",MockSource,Film,USD,15.44,https://placeholder.url,6.14
525,Exhibitions,,"8.494595, 113.56974",MockSource,Exhibitions,USD,16.07,https://placeholder.url,4.77
20,Community,,"72.965467, -70.963823",MockSource,Community,USD,18.32,https://placeholder.url,7.72
935,Festivals,,"22.811232, 46.202857",MockSource,Festivals,USD,73.71,https://placeholder.url,54.69
428,Pets,,"20.412992, -40.076452",MockSource,Pets,USD,13.17,https://placeholder.url,8.65
519,Outdoors,,"-47.056744, 98.718076",MockSource,Outdoors,USD,6.26,https://placeholder.url,6.41
848,Wellness,,"-31.058881, -47.992202",MockSource,Wellness,USD,30.29,https://placeholder.url,18.91
243,Charity,,"76.691868, -109.3332",MockSource,Charity,USD,0.25,https://placeholder.url,8.06
482,Outdoors,,"69.546127, 7.143088",MockSource,Outdoors,USD,75.25,https://placeholder.url,13.11
644,Festivals,,"-86.721066, 158.596806",MockSource,Festivals,USD,125.84,https://placeholder.url,38.59
724,Community,,"71.343843, -130.795297",MockSource,Community,USD,9.99,https://placeholder.url,9.14
173,Charity,,"14.558826, -177.252831",MockSource,Charity,USD,9.49,https://placeholder.url,9.59
947,Festivals,,"85.850203, 119.106657",MockSource,Festivals,USD,111.49,https://placeholder.url,40.09
770,Community,,"-78.163896, 48.943506",MockSource,Community,USD,18.32,https://placeholder.url,13.27
79,Holiday,,"-44.188003, -13.945233",MockSource,Holiday,USD,68.22,https://placeholder.url,25.28
511,Festivals,,"-25.660092, -118.627132",MockSource,Festivals,USD,118.45,https://placeholder.url,70.69
147,Virtual,,"-79.370588, 82.053896",MockSource,Virtual,USD,26.73,https://placeholder.url,19.46
805,Pets,,"56.549246, 26.564831",MockSource,Pets,USD,3.54,https://placeholder.url,16.82
610,Gaming,,"-30.004005, 10.783258",MockSource,Gaming,USD,49.32,https://placeholder.url,24.43
729,Pets,,"45.095038, 12.470656",MockSource,Pets,USD,13.46,https://placeholder.url,17.2
673,Gaming,,"16.847416, 89.624678",MockSource,Gaming,USD,57.97,https://placeholder.url,8.59
541,Gaming,,"17.403764, -169.746331",MockSource,Gaming,USD,25.77,https://placeholder.url,21.58
57,Festivals,,"6.954811, 88.704759",MockSource,Festivals,USD,106.39,https://placeholder.url,95.66
932,Pets,,"-7.874238, -56.976777",MockSource,Pets,USD,26.77,https://placeholder.url,20.1
767,Festivals,,"44.892258, 161.166085",MockSource,Festivals,USD,67.63,https://placeholder.url,76.74
891,Networking,,"52.949482, -2.081012",MockSource,Networking,USD,56.33,https://placeholder.url,9.58
488,Outdoors,,"57.067881, 110.422963",MockSource,Outdoors,USD,85.08,https://placeholder.url,28.81
483,Gaming,,"-85.583156, 83.184832",MockSource,Gaming,USD,49.07,https://placeholder.url,3.43
869,Workshops,,"-32.974669, -57.229199",MockSource,Workshops,USD,35.07,https://placeholder.url,29.35
522,Charity,,"44.392045, -44.068413",MockSource,Charity,USD,5.79,https://placeholder.url,20.25
800,Festivals,,"-35.78639, 31.943605",MockSource,Festivals,USD,102.75,https://placeholder.url,73.59
22,Festivals,,"57.127212, 31.088818",MockSource,Festivals,USD,70.45,https://placeholder.url,74.05
63,Science,,"-41.06589, 131.66363",MockSource,Science,USD,23.67,https://placeholder.url,21.42
297,Holiday,,"55.764825, -63.14349",MockSource,Holiday,USD,88.69,https://placeholder.url,28.79
143,Festivals,,"47.510419, -71.357827",MockSource,Festivals,USD,54.73,https://placeholder.url,58.98
294,Networking,,"-37.617291, 61.937308",MockSource,Networking,USD,94.92,https://placeholder.url,28.76
849,Networking,,"-16.311551, 101.150467",MockSource,Networking,USD,123.24,https://placeholder.url,6.85
549,Festivals,,"26.549563, -51.833353",MockSource,Festivals,USD,98.95,https://placeholder.url,87.88
278,Music,,"-84.190631, 145.580071",MockSource,Music,USD,94.18,https://placeholder.url,18.71
315,Festivals,,"6.915581, 120.936916",MockSource,Festivals,USD,145.44,https://placeholder.url,32.96
167,Charity,,"-79.669787, -1.717431",MockSource,Charity,USD,5.84,https://placeholder.url,22.67
638,Charity,,"13.816229, 170.629623",MockSource,Charity,USD,29.26,https://placeholder.url,25.87
555,Gaming,,"67.607947, 21.5787",MockSource,Gaming,USD,30.63,https://placeholder.url,13.83
90,Film,,"21.119718, 174.051222",MockSource,Film,USD,35.87,https://placeholder.url,25.86
604,Charity,,"-12.508497, 127.278927",MockSource,Charity,USD,42.06,https://placeholder.url,16.86
429,Virtual,,"29.744912, -137.773967",MockSource,Virtual,USD,43.38,https://placeholder.url,24.89
452,Networking,,"50.37627, -29.627197",MockSource,Networking,USD,136.1,https://placeholder.url,6.0
284,Conferences,,"53.456477, -117.89192",MockSource,Conferences,USD,111.2,https://placeholder.url,26.12
762,Theater,,"36.630261, -57.189168",MockSource,Theater,USD,102.14,https://placeholder.url,20.04
515,Holiday,,"32.700327, -19.16983",MockSource,Holiday,USD,5.77,https://placeholder.url,26.07
256,Music,,"84.608768, 41.099031",MockSource,Music,USD,57.22,https://placeholder.url,21.61
262,Charity,,"-78.225039, -119.798053",MockSource,Charity,USD,0.79,https://placeholder.url,23.33
864,Music,,"17.528231, -153.533251",MockSource,Music,USD,77.63,https://placeholder.url,19.64
976,Exhibitions,,"-51.569379, -8.171518",MockSource,Exhibitions,USD,50.46,https://placeholder.url,28.07
1000,Nightlife,,"56.062278, -60.327433",MockSource,Nightlife,USD,95.23,https://placeholder.url,19.88
7,Nightlife,,"-84.400252, 15.11197",MockSource,Nightlife,USD,43.0,https://placeholder.url,19.9
566,Family,,"41.115113, 140.92699",MockSource,Family,USD,4.53,https://placeholder.url,3.31
662,Pets,,"-3.36041, -114.680065",MockSource,Pets,USD,13.83,https://placeholder.url,23.22
698,Virtual,,"47.060233, 159.08522",MockSource,Virtual,USD,41.8,https://placeholder.url,28.92
164,Festivals,,"13.912295, -14.773126",MockSource,Festivals,USD,126.52,https://placeholder.url,75.68
161,Community,,"74.479711, 63.179923",MockSource,Community,USD,10.74,https://placeholder.url,20.72
446,Conferences,,"70.680722, -2.61354",MockSource,Conferences,USD,251.8,https://placeholder.url,3.75
480,Charity,,"52.431755, 117.403482",MockSource,Charity,USD,14.66,https://placeholder.url,26.93
93,Gaming,,"9.302148, 80.113825",MockSource,Gaming,USD,23.28,https://placeholder.url,11.39
476,Nightlife,,"84.603776, 64.712005",MockSource,Nightlife,USD,52.54,https://placeholder.url,23.54
423,Festivals,,"59.516386, -142.675043",MockSource,Festivals,USD,112.07,https://placeholder.url,40.73
470,Exhibitions,,"-18.68352, 69.889873",MockSource,Exhibitions,USD,72.18,https://placeholder.url,23.02
962,Film,,"31.785939, 69.655066",MockSource,Film,USD,25.44,https://placeholder.url,20.51
42,Networking,,"-14.647788, -18.303761",MockSource,Networking,USD,53.76,https://placeholder.url,8.38
559,Outdoors,,"-46.210738, -95.035543",MockSource,Outdoors,USD,62.95,https://placeholder.url,23.47
124,Science,,"7.871031, 43.765088",MockSource,Science,USD,52.67,https://placeholder.url,9.13
159,Workshops,,"-29.290937, 179.269632",MockSource,Workshops,USD,41.52,https://placeholder.url,14.45
6,Wellness,,"-41.49154, 153.967554",MockSource,Wellness,USD,73.14,https://placeholder.url,23.99
351,Holiday,,"54.30757, 167.781725",MockSource,Holiday,USD,47.47,https://placeholder.url,60.47
771,Science,,"77.377594, -128.921481",MockSource,Science,USD,63.22,https://placeholder.url,79.46
863,Science,,"81.090531, -80.387882",MockSource,Science,USD,59.0,https://placeholder.url,86.92
303,Virtual,,"-38.886455, 177.056588",MockSource,Virtual,USD,33.23,https://placeholder.url,90.03
436,Charity,,"66.711199, 121.249347",MockSource,Charity,USD,49.41,https://placeholder.url,36.73
679,Theater,,"45.036856, -28.5047",MockSource,Theater,USD,83.16,https://placeholder.url,97.79
558,Holiday,,"73.685862, -53.446091",MockSource,Holiday,USD,50.52,https://placeholder.url,45.75
513,Holiday,,"-36.976767, 154.534704",MockSource,Holiday,USD,48.56,https://placeholder.url,75.75
666,Gaming,,"-28.673901, 14.98119",MockSource,Gaming,USD,53.38,https://placeholder.url,83.82
523,Festivals,,"-72.085621, 148.539582",MockSource,Festivals,USD,71.54,https://placeholder.url,9.94
732,Workshops,,"-10.395576, -94.526265",MockSource,Workshops,USD,44.26,https://placeholder.url,88.55
764,Gaming,,"17.62656, 147.523017",MockSource,Gaming,USD,55.22,https://placeholder.url,34.62
414,Exhibitions,,"-3.504943, -29.04447",MockSource,Exhibitions,USD,43.56,https://placeholder.url,44.75
989,Science,,"53.791662, 2.210399",MockSource,Science,USD,66.06,https://placeholder.url,97.4
226,Outdoors,,"-74.026043, 113.940943",MockSource,Outdoors,USD,64.94,https://placeholder.url,95.66
841,Family,,"42.628937, -117.640336",MockSource,Family,USD,65.94,https://placeholder.url,58.28
245,Family,,"28.612903, 141.131636",MockSource,Family,USD,74.57,https://placeholder.url,95.98
878,Gaming,,"-27.598199, -131.018405",MockSource,Gaming,USD,50.79,https://placeholder.url,55.86
851,Wellness,,"-82.322171, 120.635516",MockSource,Wellness,USD,66.79,https://placeholder.url,68.9
861,Nightlife,,"-81.855694, -49.05222",MockSource,Nightlife,USD,87.68,https://placeholder.url,82.49
458,Festivals,,"60.773444, 63.243544",MockSource,Festivals,USD,161.53,https://placeholder.url,20.46
151,Family,,"-70.825722, -29.29113",MockSource,Family,USD,43.4,https://placeholder.url,44.2
111,Music,,"-62.946693, -87.744185",MockSource,Music,USD,46.04,https://placeholder.url,50.05
418,Science,,"21.799674, 174.915831",MockSource,Science,USD,63.32,https://placeholder.url,47.97
889,Pets,,"64.563633, -25.006063",MockSource,Pets,USD,49.32,https://placeholder.url,35.63
47,Networking,,"-12.853321, 29.723206",MockSource,Networking,USD,77.0,https://placeholder.url,47.35
927,Exhibitions,,"-58.547925, -41.121306",MockSource,Exhibitions,USD,35.4,https://placeholder.url,53.38
313,Workshops,,"-59.65144, 84.99903",MockSource,Workshops,USD,35.19,https://placeholder.url,77.22
396,Workshops,,"58.469554, -163.601995",MockSource,Workshops,USD,39.34,https://placeholder.url,57.82
150,Science,,"9.305561, -128.626416",MockSource,Science,USD,97.46,https://placeholder.url,37.14
520,Gaming,,"-4.335791, 118.003533",MockSource,Gaming,USD,36.1,https://placeholder.url,83.47
160,Science,,"62.635696, 156.680689",MockSource,Science,USD,53.0,https://placeholder.url,66.31
41,Pets,,"37.212672, 31.976479",MockSource,Pets,USD,48.39,https://placeholder.url,93.72
956,Wellness,,"7.917109, 151.588403",MockSource,Wellness,USD,33.21,https://placeholder.url,9.86
987,Nightlife,,"29.989963, 149.213727",MockSource,Nightlife,USD,60.54,https://placeholder.url,72.96
696,Holiday,,"-77.318222, 30.464547",MockSource,Holiday,USD,65.35,https://placeholder.url,43.76
327,Family,,"22.22165, 80.74661",MockSource,Family,USD,72.63,https://placeholder.url,65.12
273,Outdoors,,"20.576304, -63.695716",MockSource,Outdoors,USD,75.85,https://placeholder.url,70.65
44,Holiday,,"50.887644, -67.123975",MockSource,Holiday,USD,43.92,https://placeholder.url,51.77
930,Workshops,,"-23.753087, -164.134013",MockSource,Workshops,USD,42.89,https://placeholder.url,34.87
798,Workshops,,"-25.280425, 39.719489",MockSource,Workshops,USD,46.77,https://placeholder.url,27.79
115,Gaming,,"-4.089026, -92.501694",MockSource,Gaming,USD,49.08,https://placeholder.url,91.61
305,Conferences,,"4.6198, 131.022655",MockSource,Conferences,USD,427.68,https://placeholder.url,13.81
569,Wellness,,"-4.831052, -69.929421",MockSource,Wellness,USD,79.32,https://placeholder.url,27.34
206,Exhibitions,,"-67.77174, 86.518367",MockSource,Exhibitions,USD,65.66,https://placeholder.url,53.25
275,Science,,"-88.661623, -95.727006",MockSource,Science,USD,25.47,https://placeholder.url,22.31
623,Workshops,,"88.545096, 22.778936",MockSource,Workshops,USD,32.44,https://placeholder.url,3.69
785,Networking,,"-43.787727, 91.805415",MockSource,Networking,USD,68.4,https://placeholder.url,26.83
323,Wellness,,"47.376851, -120.379563",MockSource,Wellness,USD,33.8,https://placeholder.url,72.59
208,Conferences,,"1.253035, 12.004876",MockSource,Conferences,USD,189.76,https://placeholder.url,11.5
191,Holiday,,"39.762882, -47.997128",MockSource,Holiday,USD,76.95,https://placeholder.url,88.47
579,Film,,"-65.46857, 11.93317",MockSource,Film,USD,33.42,https://placeholder.url,60.42
178,Science,,"39.678356, 56.430772",MockSource,Science,USD,44.66,https://placeholder.url,88.86
450,Theater,,"80.598867, -91.575641",MockSource,Theater,USD,54.9,https://placeholder.url,67.89
571,Pets,,"18.635411, -77.973648",MockSource,Pets,USD,46.14,https://placeholder.url,5.69
550,Music,,"72.425985, 5.533427",MockSource,Music,USD,94.33,https://placeholder.url,63.4
248,Science,,"-89.455087, 172.760819",MockSource,Science,USD,88.67,https://placeholder.url,46.07
733,Workshops,,"6.895788, 49.00051",MockSource,Workshops,USD,31.83,https://placeholder.url,76.75
654,Family,,"-68.79297, 157.645129",MockSource,Family,USD,49.48,https://placeholder.url,92.89
443,Nightlife,,"87.157789, -162.994316",MockSource,Nightlife,USD,37.94,https://placeholder.url,28.79
875,Nightlife,,"-78.556633, 69.345303",MockSource,Nightlife,USD,63.37,https://placeholder.url,47.04
923,Networking,,"78.141724, -2.630613",MockSource,Networking,USD,144.38,https://placeholder.url,21.9
474,Music,,"-51.49681, -84.649644",MockSource,Music,USD,47.69,https://placeholder.url,30.98
331,Networking,,"50.604003, 135.056495",MockSource,Networking,USD,16.29,https://placeholder.url,19.12
846,Science,,"31.900795, -35.094612",MockSource,Science,USD,53.54,https://placeholder.url,30.79
832,Science,,"-46.944936, 99.624403",MockSource,Science,USD,73.47,https://placeholder.url,78.38
578,Community,,"-26.462199, 59.876351",MockSource,Community,USD,18.61,https://placeholder.url,20.67
694,Wellness,,"71.397098, 55.59667",MockSource,Wellness,USD,36.7,https://placeholder.url,93.96
289,Family,,"-88.439667, 158.072043",MockSource,Family,USD,48.98,https://placeholder.url,98.37
222,Wellness,,"14.207234, 117.466143",MockSource,Wellness,USD,72.01,https://placeholder.url,89.04
135,Festivals,,"16.049912, -81.442076",MockSource,Festivals,USD,75.48,https://placeholder.url,77.3
814,Gaming,,"-56.326116, -60.143334",MockSource,Gaming,USD,54.89,https://placeholder.url,43.24
799,Gaming,,"46.102215, 28.038952",MockSource,Gaming,USD,60.0,https://placeholder.url,43.18
985,Exhibitions,,"13.429337, -15.373315",MockSource,Exhibitions,USD,88.25,https://placeholder.url,29.6
283,Exhibitions,,"-41.06689, -164.216042",MockSource,Exhibitions,USD,63.78,https://placeholder.url,98.4
427,Science,,"54.154004, 2.836553",MockSource,Science,USD,64.08,https://placeholder.url,91.96
856,Outdoors,,"0.390048, 98.173901",MockSource,Outdoors,USD,28.33,https://placeholder.url,99.03
918,Gaming,,"75.744478, -111.56872",MockSource,Gaming,USD,26.13,https://placeholder.url,54.93
531,Pets,,"-49.747955, 152.147763",MockSource,Pets,USD,42.4,https://placeholder.url,80.4
632,Film,,"-25.16378, -29.680895",MockSource,Film,USD,22.94,https://placeholder.url,96.08
141,Exhibitions,,"-29.54516, 77.634604",MockSource,Exhibitions,USD,71.95,https://placeholder.url,76.43
411,Science,,"57.928408, -41.569919",MockSource,Science,USD,71.85,https://placeholder.url,58.96
302,Outdoors,,"-27.913078, -176.463283",MockSource,Outdoors,USD,82.52,https://placeholder.url,97.84
722,Theater,,"-82.496402, 103.384075",MockSource,Theater,USD,72.15,https://placeholder.url,54.33
417,Exhibitions,,"81.078897, 176.974598",MockSource,Exhibitions,USD,36.06,https://placeholder.url,73.42
457,Community,,"-70.299976, 80.557194",MockSource,Community,USD,1.53,https://placeholder.url,9.95
940,Family,,"-35.511973, 162.221065",MockSource,Family,USD,21.81,https://placeholder.url,77.16
212,Nightlife,,"-1.354045, 152.69543",MockSource,Nightlife,USD,74.86,https://placeholder.url,79.79
553,Outdoors,,"27.673383, 145.69069",MockSource,Outdoors,USD,23.81,https://placeholder.url,68.49
598,Science,,"-32.202708, -135.058843",MockSource,Science,USD,67.18,https://placeholder.url,51.05
318,Holiday,,"88.98553, 135.022243",MockSource,Holiday,USD,88.3,https://placeholder.url,34.8
950,Exhibitions,,"3.815616, 0.998296",MockSource,Exhibitions,USD,27.89,https://placeholder.url,93.41
507,Music,,"89.737754, 36.372792",MockSource,Music,USD,81.31,https://placeholder.url,32.49
333,Sports,,"-53.636606, -30.499022",MockSource,Sports,USD,32.83,https://placeholder.url,55.02
866,Nightlife,,"87.098464, 127.650445",MockSource,Nightlife,USD,85.87,https://placeholder.url,73.14
901,Outdoors,,"33.788489, 78.099119",MockSource,Outdoors,USD,74.01,https://placeholder.url,76.45
127,Film,,"48.462747, -63.916972",MockSource,Film,USD,39.5,https://placeholder.url,46.01
19,Family,,"-12.607659, -144.702629",MockSource,Family,USD,72.84,https://placeholder.url,32.15
683,Virtual,,"39.607563, -93.104847",MockSource,Virtual,USD,36.43,https://placeholder.url,2.23
564,Holiday,,"-54.089959, 163.811937",MockSource,Holiday,USD,69.99,https://placeholder.url,39.77
961,Charity,,"-23.965897, 119.806049",MockSource,Charity,USD,37.22,https://placeholder.url,69.68
242,Charity,,"-60.028158, -44.697393",MockSource,Charity,USD,29.14,https://placeholder.url,89.87
449,Science,,"-50.747224, -84.467863",MockSource,Science,USD,23.12,https://placeholder.url,34.98
631,Science,,"-84.684205, -134.322227",MockSource,Science,USD,54.54,https://placeholder.url,80.41
128,Science,,"54.8781, 102.59946",MockSource,Science,USD,80.33,https://placeholder.url,82.32
249,Theater,,"-58.172176, -59.348837",MockSource,Theater,USD,56.09,https://placeholder.url,95.47
215,Gaming,,"-2.818003, 150.565563",MockSource,Gaming,USD,25.67,https://placeholder.url,66.12
994,Sports,,"-75.621459, 16.005028",MockSource,Sports,USD,71.55,https://placeholder.url,76.06
757,Film,,"60.045633, 134.936659",MockSource,Film,USD,25.48,https://placeholder.url,44.13
858,Family,,"83.683896, -21.852207",MockSource,Family,USD,25.98,https://placeholder.url,44.99
322,Exhibitions,,"-47.865461, 67.057948",MockSource,Exhibitions,USD,58.13,https://placeholder.url,31.27
59,Charity,,"-1.175104, -65.077947",MockSource,Charity,USD,36.5,https://placeholder.url,72.38
868,Conferences,,"-69.606354, 18.005991",MockSource,Conferences,USD,221.09,https://placeholder.url,11.15
132,Sports,,"48.589519, 84.682009",MockSource,Sports,USD,71.02,https://placeholder.url,78.59
871,Science,,"-41.50655, -153.095714",MockSource,Science,USD,66.6,https://placeholder.url,30.36
782,Nightlife,,"42.628186, 55.196215",MockSource,Nightlife,USD,70.65,https://placeholder.url,88.4
