Event ID,Event Type,description,location,source,type,currencyCode,Price ($),url,Distance (km)
39,Gaming,,"37.933285, -159.591583",MockSource,Gaming,USD,37.1,https://placeholder.url,13.41
328,Outdoors,,"0.111242, 55.647901",MockSource,Outdoors,USD,38.7,https://placeholder.url,12.75
228,Nightlife,,"-33.979339, -66.566699",MockSource,Nightlife,USD,81.97,https://placeholder.url,10.64
388,Wellness,,"15.77409, -26.082306",MockSource,Wellness,USD,36.47,https://placeholder.url,13.21
528,Workshops,,"49.011233, -154.712975",MockSource,Workshops,USD,25.84,https://placeholder.url,4.08
868,Holiday,,"-3.071693, -111.429785",MockSource,Holiday,USD,92.4,https://placeholder.url,17.75
338,Science,,"84.479017, -142.193222",MockSource,Science,USD,58.87,https://placeholder.url,15.99
29,Gaming,,"-47.243684, 127.549593",MockSource,Gaming,USD,34.16,https://placeholder.url,6.72
976,Wellness,,"55.630438, 30.058679",MockSource,Wellness,USD,35.38,https://placeholder.url,10.36
579,Outdoors,,"23.775795, 121.364081",MockSource,Outdoors,USD,57.36,https://placeholder.url,14.4
874,Wellness,,"-75.58012, -13.454856",MockSource,Wellness,USD,36.22,https://placeholder.url,3.53
678,Gaming,,"6.176074, 66.06968",MockSource,Gaming,USD,50.6,https://placeholder.url,3.47
134,Networking,,"-33.584315, -64.13304",MockSource,Networking,USD,25.92,https://placeholder.url,13.84
192,Theater,,"-80.545596, 173.703348",MockSource,Theater,USD,41.68,https://placeholder.url,12.46
254,Music,,"68.597265, 36.087685",MockSource,Music,USD,40.05,https://placeholder.url,16.94
66,Science,,"44.015383, 159.65604",MockSource,Science,USD,44.07,https://placeholder.url,6.4
20,Workshops,,"37.01601, -160.063873",MockSource,Workshops,USD,25.53,https://placeholder.url,0.76
996,Science,,"-52.619846, 50.285411",MockSource,Science,USD,88.86,https://placeholder.url,13.25
569,Science,,"74.822784, 68.289389",MockSource,Science,USD,63.98,https://placeholder.url,17.19
611,Wellness,,"32.954692, -155.752176",MockSource,Wellness,USD,34.55,https://placeholder.url,0.26
948,Sports,,"59.74074, -6.667573",MockSource,Sports,USD,52.69,https://placeholder.url,17.17
831,Festivals,,"-60.493379, -97.528544",MockSource,Festivals,USD,88.97,https://placeholder.url,22.18
340,Nightlife,,"6.228798, -69.005392",MockSource,Nightlife,USD,49.31,https://placeholder.url,16.7
708,Wellness,,"-68.574678, -138.602534",MockSource,Wellness,USD,63.77,https://placeholder.url,17.99
302,Networking,,"-46.944061, -152.743605",MockSource,Networking,USD,95.6,https://placeholder.url,16.29
419,Nightlife,,"-8.724139, 19.791185",MockSource,Nightlife,USD,44.42,https://placeholder.url,13.57
963,Gaming,,"-84.905016, -43.414675",MockSource,Gaming,USD,26.5,https://placeholder.url,13.68
805,Theater,,"2.953111, -4.456508",MockSource,Theater,USD,108.46,https://placeholder.url,1.76
850,Sports,,"34.988395, 5.120258",MockSource,Sports,USD,70.01,https://placeholder.url,2.4
925,Holiday,,"38.521665, 86.361181",MockSource,Holiday,USD,17.93,https://placeholder.url,1.65
848,Sports,,"3.504121, -96.084389",MockSource,Sports,USD,69.44,https://placeholder.url,17.47
242,Science,,"-47.80935, 116.368473",MockSource,Science,USD,91.36,https://placeholder.url,15.7
668,Pets,,"36.161527, -124.799093",MockSource,Pets,USD,5.32,https://placeholder.url,6.68
822,Family,,"43.935069, -163.531502",MockSource,Family,USD,24.18,https://placeholder.url,16.51
763,Wellness,,"-80.128419, -61.326444",MockSource,Wellness,USD,19.13,https://placeholder.url,6.21
183,Holiday,,"69.194442, -3.001894",MockSource,Holiday,USD,54.42,https://placeholder.url,12.09
222,Holiday,,"33.885937, -81.475016",MockSource,Holiday,USD,72.33,https://placeholder.url,12.87
230,Gaming,,"-21.394711, 110.468635",MockSource,Gaming,USD,14.6,https://placeholder.url,11.79
756,Film,,"-74.173836, -169.964989",MockSource,Film,USD,5.91,https://placeholder.url,16.1
975,Charity,,"-51.729856, 143.470406",MockSource,Charity,USD,23.03,https://placeholder.url,1.81
154,Charity,,"6.00474, 19.148939",MockSource,Charity,USD,1.24,https://placeholder.url,3.45
316,Gaming,,"10.577411, -172.331631",MockSource,Gaming,USD,46.84,https://placeholder.url,0.71
682,Wellness,,"48.257858, 98.054517",MockSource,Wellness,USD,12.3,https://placeholder.url,0.79
129,Festivals,,"-79.853944, 123.214653",MockSource,Festivals,USD,70.85,https://placeholder.url,29.19
2,Exhibitions,,"29.945124, -110.809528",MockSource,Exhibitions,USD,42.56,https://placeholder.url,5.34
27,Conferences,,"-28.926135, -147.627749",MockSource,Conferences,USD,122.56,https://placeholder.url,4.58
683,Workshops,,"35.524837, -10.372121",MockSource,Workshops,USD,48.04,https://placeholder.url,0.61
102,Exhibitions,,"-0.414459, 46.07449",MockSource,Exhibitions,USD,93.04,https://placeholder.url,8.43
389,Theater,,"70.231293, -5.534165",MockSource,Theater,USD,45.12,https://placeholder.url,8.36
867,Holiday,,"79.353287, 85.764881",MockSource,Holiday,USD,92.33,https://placeholder.url,1.38
838,Pets,,"-41.270576, -49.37621",MockSource,Pets,USD,49.39,https://placeholder.url,14.39
803,Community,,"-62.669451, 143.959495",MockSource,Community,USD,4.8,https://placeholder.url,3.94
204,Workshops,,"89.676155, 29.400162",MockSource,Workshops,USD,38.97,https://placeholder.url,1.17
481,Holiday,,"41.615777, -156.428565",MockSource,Holiday,USD,36.14,https://placeholder.url,0.31
461,Holiday,,"21.33917, -69.697739",MockSource,Holiday,USD,55.97,https://placeholder.url,17.09
350,Theater,,"22.978233, -37.154964",MockSource,Theater,USD,102.06,https://placeholder.url,8.79
105,Networking,,"-17.931323, -74.64347",MockSource,Networking,USD,35.59,https://placeholder.url,5.32
456,Wellness,,"78.772571, -54.272972",MockSource,Wellness,USD,37.49,https://placeholder.url,6.69
253,Workshops,,"-61.804095, -144.224503",MockSource,Workshops,USD,36.77,https://placeholder.url,7.05
617,Workshops,,"-83.90591, 31.036438",MockSource,Workshops,USD,25.96,https://placeholder.url,7.85
521,Holiday,,"32.046179, -67.130307",MockSource,Holiday,USD,99.77,https://placeholder.url,14.33
375,Charity,,"-40.393652, -18.489239",MockSource,Charity,USD,29.46,https://placeholder.url,8.8
730,Family,,"41.202549, 172.101136",MockSource,Family,USD,73.78,https://placeholder.url,10.11
566,Virtual,,"-66.1748, 179.57699",MockSource,Virtual,USD,39.85,https://placeholder.url,10.56
410,Conferences,,"-79.492326, -5.005883",MockSource,Conferences,USD,137.46,https://placeholder.url,2.73
762,Charity,,"76.009002, 118.732158",MockSource,Charity,USD,26.37,https://placeholder.url,5.38
47,Holiday,,"-84.256306, -59.292124",MockSource,Holiday,USD,11.6,https://placeholder.url,9.8
501,Theater,,"-13.928519, 110.791383",MockSource,Theater,USD,34.17,https://placeholder.url,14.91
882,Festivals,,"-88.80055, -149.310468",MockSource,Festivals,USD,52.26,https://placeholder.url,90.77
194,Exhibitions,,"-7.257357, 76.617038",MockSource,Exhibitions,USD,99.58,https://placeholder.url,15.28
516,Outdoors,,"-81.584822, 16.710301",MockSource,Outdoors,USD,49.1,https://placeholder.url,15.49
990,Nightlife,,"-42.446165, 32.897011",MockSource,Nightlife,USD,63.78,https://placeholder.url,15.39
514,Film,,"8.547964, -161.426701",MockSource,Film,USD,17.23,https://placeholder.url,17.39
694,Nightlife,,"-44.893537, -154.965746",MockSource,Nightlife,USD,24.5,https://placeholder.url,7.94
967,Film,,"19.540615, -9.426795",MockSource,Film,USD,12.51,https://placeholder.url,17.39
414,Pets,,"69.159426, -158.670787",MockSource,Pets,USD,28.81,https://placeholder.url,8.46
891,Science,,"22.021194, 16.022291",MockSource,Science,USD,23.99,https://placeholder.url,1.15
90,Community,,"28.585122, -172.197199",MockSource,Community,USD,15.84,https://placeholder.url,3.2
280,Exhibitions,,"82.334673, -90.647704",MockSource,Exhibitions,USD,28.99,https://placeholder.url,6.47
284,Festivals,,"29.893186, 156.777625",MockSource,Festivals,USD,53.54,https://placeholder.url,51.5
63,Festivals,,"-69.652527, -137.738711",MockSource,Festivals,USD,86.11,https://placeholder.url,49.3
34,Charity,,"84.371936, -31.02962",MockSource,Charity,USD,30.13,https://placeholder.url,6.96
92,Outdoors,,"-34.207461, -82.921312",MockSource,Outdoors,USD,12.81,https://placeholder.url,8.17
737,Film,,"-17.431288, 99.934299",MockSource,Film,USD,8.99,https://placeholder.url,1.84
334,Festivals,,"61.01422, -66.804106",MockSource,Festivals,USD,181.71,https://placeholder.url,5.91
933,Holiday,,"48.165158, 118.201569",MockSource,Holiday,USD,20.65,https://placeholder.url,3.85
749,Pets,,"22.803832, -29.461976",MockSource,Pets,USD,7.0,https://placeholder.url,15.21
125,Festivals,,"-55.525771, 114.4506",MockSource,Festivals,USD,89.2,https://placeholder.url,70.47
669,Nightlife,,"38.851555, -63.486367",MockSource,Nightlife,USD,35.69,https://placeholder.url,18.15
897,Festivals,,"59.837458, 26.055106",MockSource,Festivals,USD,69.09,https://placeholder.url,54.11
647,Film,,"6.884913, 111.863731",MockSource,Film,USD,26.72,https://placeholder.url,17.47
570,Festivals,,"12.793796, 74.823662",MockSource,Festivals,USD,99.09,https://placeholder.url,52.52
530,Networking,,"-26.908511, 71.147602",MockSource,Networking,USD,127.37,https://placeholder.url,5.23
336,Nightlife,,"-26.59508, 77.263053",MockSource,Nightlife,USD,99.16,https://placeholder.url,18.34
650,Film,,"50.535901, 108.59419",MockSource,Film,USD,17.7,https://placeholder.url,0.96
603,Pets,,"32.740953, -89.670074",MockSource,Pets,USD,16.8,https://placeholder.url,4.31
917,Outdoors,,"-58.768931, -161.434956",MockSource,Outdoors,USD,6.63,https://placeholder.url,0.64
315,Family,,"72.721427, 56.936181",MockSource,Family,USD,2.72,https://placeholder.url,12.69
113,Charity,,"37.372939, 70.660722",MockSource,Charity,USD,0.24,https://placeholder.url,15.5
965,Community,,"71.511264, 132.481106",MockSource,Community,USD,10.55,https://placeholder.url,8.55
31,Family,,"-52.82509, -99.922191",MockSource,Family,USD,69.92,https://placeholder.url,4.54
121,Nightlife,,"-57.854198, 77.434795",MockSource,Nightlife,USD,49.98,https://placeholder.url,23.88
812,Gaming,,"-61.81848, -107.274069",MockSource,Gaming,USD,48.74,https://placeholder.url,23.8
235,Nightlife,,"62.139142, -52.190973",MockSource,Nightlife,USD,44.99,https://placeholder.url,2.91
417,Film,,"-59.481397, 87.908672",MockSource,Film,USD,14.94,https://placeholder.url,11.78
909,Networking,,"22.161683, 155.74719",MockSource,Networking,USD,105.08,https://placeholder.url,12.04
704,Virtual,,"77.66752, 176.659905",MockSource,Virtual,USD,12.5,https://placeholder.url,16.54
986,Virtual,,"14.8259, 42.299832",MockSource,Virtual,USD,14.46,https://placeholder.url,12.59
73,Festivals,,"77.49838, 41.316466",MockSource,Festivals,USD,104.68,https://placeholder.url,45.04
767,Film,,"52.699837, -132.613062",MockSource,Film,USD,17.56,https://placeholder.url,15.5
150,Gaming,,"67.858343, 146.681645",MockSource,Gaming,USD,57.57,https://placeholder.url,21.76
268,Festivals,,"71.048086, 15.308505",MockSource,Festivals,USD,111.56,https://placeholder.url,42.25
241,Festivals,,"-85.366939, -128.719098",MockSource,Festivals,USD,124.46,https://placeholder.url,27.69
982,Festivals,,"-7.106506, 13.62706",MockSource,Festivals,USD,70.8,https://placeholder.url,34.27
792,Science,,"-24.098809, -103.002675",MockSource,Science,USD,29.9,https://placeholder.url,23.93
596,Outdoors,,"27.145707, -176.217377",MockSource,Outdoors,USD,83.37,https://placeholder.url,23.08
213,Sports,,"-4.144908, -136.004226",MockSource,Sports,USD,90.53,https://placeholder.url,27.0
609,Festivals,,"-20.025634, -105.543271",MockSource,Festivals,USD,103.31,https://placeholder.url,46.03
945,Workshops,,"-81.124381, 163.58644",MockSource,Workshops,USD,37.15,https://placeholder.url,26.08
899,Festivals,,"-15.780772, -66.871201",MockSource,Festivals,USD,54.57,https://placeholder.url,37.53
285,Theater,,"28.045267, -158.986491",MockSource,Theater,USD,73.38,https://placeholder.url,10.03
68,Exhibitions,,"45.416832, -178.000676",MockSource,Exhibitions,USD,24.89,https://placeholder.url,19.19
447,Workshops,,"-59.133586, 127.707309",MockSource,Workshops,USD,49.52,https://placeholder.url,2.41
439,Wellness,,"27.630095, 155.517128",MockSource,Wellness,USD,11.06,https://placeholder.url,19.01
879,Wellness,,"64.568571, -173.538489",MockSource,Wellness,USD,67.88,https://placeholder.url,2.26
175,Wellness,,"69.615594, -105.491331",MockSource,Wellness,USD,21.59,https://placeholder.url,21.24
325,Music,,"76.406471, -165.600899",MockSource,Music,USD,149.13,https://placeholder.url,13.22
676,Charity,,"-63.258736, -147.574274",MockSource,Charity,USD,38.28,https://placeholder.url,18.48
281,Charity,,"-13.006423, -142.078042",MockSource,Charity,USD,48.69,https://placeholder.url,20.45
288,Nightlife,,"-1.563686, 172.241718",MockSource,Nightlife,USD,80.77,https://placeholder.url,29.31
110,Family,,"75.422953, 97.808676",MockSource,Family,USD,59.14,https://placeholder.url,11.42
83,Outdoors,,"0.749751, -65.139683",MockSource,Outdoors,USD,79.96,https://placeholder.url,22.14
557,Charity,,"-45.455358, 116.854111",MockSource,Charity,USD,38.49,https://placeholder.url,19.52
437,Holiday,,"-80.930367, 137.035468",MockSource,Holiday,USD,61.61,https://placeholder.url,25.17
787,Community,,"59.797608, -163.576767",MockSource,Community,USD,12.76,https://placeholder.url,20.03
662,Festivals,,"67.878204, 93.829597",MockSource,Festivals,USD,140.19,https://placeholder.url,55.05
734,Sports,,"-60.259568, -144.106617",MockSource,Sports,USD,32.39,https://placeholder.url,24.64
3,Wellness,,"7.457194, -170.680522",MockSource,Wellness,USD,69.12,https://placeholder.url,18.14
661,Workshops,,"-36.390177, -178.126996",MockSource,Workshops,USD,26.87,https://placeholder.url,22.77
943,Workshops,,"52.630191, -132.330314",MockSource,Workshops,USD,38.59,https://placeholder.url,12.28
322,Music,,"41.604344, -76.523385",MockSource,Music,USD,130.87,https://placeholder.url,11.99
126,Pets,,"3.134126, -30.373874",MockSource,Pets,USD,44.27,https://placeholder.url,20.74
839,Networking,,"-15.540533, 176.333898",MockSource,Networking,USD,146.09,https://placeholder.url,17.53
409,Charity,,"32.668482, -26.727964",MockSource,Charity,USD,19.85,https://placeholder.url,24.33
276,Nightlife,,"1.54808, 65.240143",MockSource,Nightlife,USD,92.44,https://placeholder.url,21.92
970,Networking,,"-67.127509, 1.739255",MockSource,Networking,USD,82.67,https://placeholder.url,21.43
605,Virtual,,"73.530977, 99.054912",MockSource,Virtual,USD,40.15,https://placeholder.url,24.16
983,Exhibitions,,"-70.987373, -168.699992",MockSource,Exhibitions,USD,77.62,https://placeholder.url,20.08
673,Workshops,,"6.253164, -19.320535",MockSource,Workshops,USD,11.58,https://placeholder.url,3.85
182,Networking,,"45.663576, 132.034895",MockSource,Networking,USD,122.71,https://placeholder.url,24.63
118,Gaming,,"37.123466, 166.262402",MockSource,Gaming,USD,46.55,https://placeholder.url,7.76
578,Wellness,,"-89.608146, -68.51333",MockSource,Wellness,USD,50.89,https://placeholder.url,28.46
251,Science,,"-0.368579, 167.078331",MockSource,Science,USD,61.23,https://placeholder.url,24.05
856,Gaming,,"-21.222694, -171.763056",MockSource,Gaming,USD,23.87,https://placeholder.url,18.37
70,Exhibitions,,"71.018233, 39.414962",MockSource,Exhibitions,USD,14.02,https://placeholder.url,27.55
875,Exhibitions,,"1.012344, 41.325696",MockSource,Exhibitions,USD,53.93,https://placeholder.url,22.01
575,Pets,,"-48.721959, 59.741067",MockSource,Pets,USD,9.07,https://placeholder.url,8.2
816,Family,,"-19.081573, -95.426664",MockSource,Family,USD,47.56,https://placeholder.url,15.01
393,Film,,"-50.931069, -53.963059",MockSource,Film,USD,13.67,https://placeholder.url,19.94
901,Sports,,"-45.490922, -79.426827",MockSource,Sports,USD,85.45,https://placeholder.url,26.37
111,Science,,"86.535905, 13.897793",MockSource,Science,USD,49.39,https://placeholder.url,25.04
452,Festivals,,"25.00261, 54.457405",MockSource,Festivals,USD,62.06,https://placeholder.url,1.48
21,Music,,"-42.463477, -121.234004",MockSource,Music,USD,96.21,https://placeholder.url,26.77
919,Family,,"-72.861039, -44.864451",MockSource,Family,USD,51.05,https://placeholder.url,27.79
55,Wellness,,"83.996788, -140.134987",MockSource,Wellness,USD,60.92,https://placeholder.url,26.86
693,Festivals,,"-11.115515, -119.979636",MockSource,Festivals,USD,107.98,https://placeholder.url,55.58
819,Festivals,,"86.969467, 1.056696",MockSource,Festivals,USD,109.49,https://placeholder.url,95.19
36,Theater,,"-23.23388, -2.941116",MockSource,Theater,USD,58.8,https://placeholder.url,74.94
664,Outdoors,,"14.166038, 113.095407",MockSource,Outdoors,USD,62.66,https://placeholder.url,99.59
158,Holiday,,"45.055734, 48.3054",MockSource,Holiday,USD,59.63,https://placeholder.url,86.68
517,Networking,,"27.430935, -104.199836",MockSource,Networking,USD,52.51,https://placeholder.url,38.03
599,Pets,,"9.016038, -41.312435",MockSource,Pets,USD,3.52,https://placeholder.url,6.57
380,Workshops,,"-17.498566, 169.210365",MockSource,Workshops,USD,48.3,https://placeholder.url,95.39
718,Science,,"-76.352651, 104.703071",MockSource,Science,USD,46.36,https://placeholder.url,24.48
702,Theater,,"-62.175494, -51.56588",MockSource,Theater,USD,99.99,https://placeholder.url,31.67
913,Music,,"-2.109427, 177.07033",MockSource,Music,USD,62.94,https://placeholder.url,62.3
344,Outdoors,,"12.443176, 133.951223",MockSource,Outdoors,USD,76.98,https://placeholder.url,86.49
343,Wellness,,"59.938691, 110.129473",MockSource,Wellness,USD,46.44,https://placeholder.url,53.48
140,Holiday,,"-58.003103, 159.285103",MockSource,Holiday,USD,75.68,https://placeholder.url,58.67
35,Exhibitions,,"-51.881858, 161.010016",MockSource,Exhibitions,USD,45.01,https://placeholder.url,90.52
200,Family,,"31.059639, -162.066108",MockSource,Family,USD,15.79,https://placeholder.url,0.92
431,Holiday,,"-8.530305, 139.096455",MockSource,Holiday,USD,77.21,https://placeholder.url,84.41
418,Gaming,,"-63.85499, -176.851156",MockSource,Gaming,USD,31.86,https://placeholder.url,62.8
267,Outdoors,,"-0.14625, 70.398177",MockSource,Outdoors,USD,73.04,https://placeholder.url,91.76
291,Family,,"-89.14482, 154.120267",MockSource,Family,USD,62.18,https://placeholder.url,69.29
441,Workshops,,"67.22617, 128.785764",MockSource,Workshops,USD,35.74,https://placeholder.url,27.69
929,Holiday,,"-19.799422, 102.091309",MockSource,Holiday,USD,10.38,https://placeholder.url,28.36
500,Sports,,"-42.55938, -71.854985",MockSource,Sports,USD,73.65,https://placeholder.url,53.13
807,Conferences,,"67.403649, 116.544859",MockSource,Conferences,USD,461.78,https://placeholder.url,0.79
770,Wellness,,"60.157838, -133.950939",MockSource,Wellness,USD,35.75,https://placeholder.url,34.99
197,Family,,"-25.573598, 76.613195",MockSource,Family,USD,74.32,https://placeholder.url,97.1
801,Pets,,"-47.316434, -141.408439",MockSource,Pets,USD,33.91,https://placeholder.url,81.7
98,Nightlife,,"14.495482, 52.661001",MockSource,Nightlife,USD,24.66,https://placeholder.url,7.08
108,Sports,,"-54.460438, -11.071916",MockSource,Sports,USD,92.13,https://placeholder.url,58.28
602,Exhibitions,,"72.229592, -67.495894",MockSource,Exhibitions,USD,36.56,https://placeholder.url,33.24
94,Sports,,"37.289805, -11.667658",MockSource,Sports,USD,247.62,https://placeholder.url,2.23
907,Holiday,,"-47.289195, -157.906717",MockSource,Holiday,USD,43.55,https://placeholder.url,95.2
699,Virtual,,"54.87699, 70.585308",MockSource,Virtual,USD,34.09,https://placeholder.url,84.28
372,Science,,"-88.539008, -143.517299",MockSource,Science,USD,66.83,https://placeholder.url,69.21
984,Science,,"-71.396442, -137.223008",MockSource,Science,USD,84.33,https://placeholder.url,60.45
71,Music,,"-23.256497, -73.098647",MockSource,Music,USD,85.74,https://placeholder.url,66.8
234,Gaming,,"-29.05798, 145.52065",MockSource,Gaming,USD,39.7,https://placeholder.url,59.66
853,Conferences,,"-38.548146, 25.688361",MockSource,Conferences,USD,481.19,https://placeholder.url,6.08
169,Pets,,"39.775391, -35.381272",MockSource,Pets,USD,44.9,https://placeholder.url,94.74
247,Virtual,,"39.516926, 98.477676",MockSource,Virtual,USD,46.95,https://placeholder.url,53.22
679,Outdoors,,"-64.654188, 45.124569",MockSource,Outdoors,USD,74.03,https://placeholder.url,63.99
898,Family,,"-61.798888, 16.673319",MockSource,Family,USD,66.64,https://placeholder.url,39.8
369,Networking,,"-28.156831, -97.870109",MockSource,Networking,USD,74.94,https://placeholder.url,86.43
741,Pets,,"-39.051119, 165.005581",MockSource,Pets,USD,46.89,https://placeholder.url,15.59
339,Film,,"23.463804, 20.855436",MockSource,Film,USD,33.64,https://placeholder.url,94.38
722,Virtual,,"22.066422, 39.840738",MockSource,Virtual,USD,20.42,https://placeholder.url,14.03
871,Holiday,,"81.438936, -6.154576",MockSource,Holiday,USD,97.66,https://placeholder.url,37.77
454,Film,,"-86.2903, -67.89378",MockSource,Film,USD,31.34,https://placeholder.url,31.54
717,Family,,"16.586589, -168.111625",MockSource,Family,USD,73.41,https://placeholder.url,63.14
754,Workshops,,"-36.245973, -164.728135",MockSource,Workshops,USD,41.54,https://placeholder.url,26.82
908,Science,,"-2.050493, 45.739063",MockSource,Science,USD,77.24,https://placeholder.url,72.1
532,Science,,"-19.260226, 121.998445",MockSource,Science,USD,69.72,https://placeholder.url,52.18
337,Science,,"-56.868303, -153.64868",MockSource,Science,USD,58.09,https://placeholder.url,79.1
386,Science,,"23.567934, 67.935587",MockSource,Science,USD,50.46,https://placeholder.url,37.96
250,Holiday,,"-17.937137, 66.77177",MockSource,Holiday,USD,71.93,https://placeholder.url,30.71
22,Workshops,,"-3.840756, -6.591973",MockSource,Workshops,USD,48.11,https://placeholder.url,51.11
91,Science,,"53.657893, 53.374888",MockSource,Science,USD,71.15,https://placeholder.url,96.91
270,Charity,,"81.950148, 11.738157",MockSource,Charity,USD,10.2,https://placeholder.url,22.67
567,Family,,"-52.471585, 175.697829",MockSource,Family,USD,68.02,https://placeholder.url,36.62
427,Charity,,"-48.811413, 107.850201",MockSource,Charity,USD,49.36,https://placeholder.url,65.15
969,Theater,,"49.143816, -124.146242",MockSource,Theater,USD,85.83,https://placeholder.url,30.04
244,Science,,"62.898007, -143.569777",MockSource,Science,USD,80.26,https://placeholder.url,70.81
862,Pets,,"-59.966759, -11.128441",MockSource,Pets,USD,11.71,https://placeholder.url,20.58
449,Workshops,,"26.150185, -42.707865",MockSource,Workshops,USD,33.61,https://placeholder.url,69.58
962,Outdoors,,"-24.680455, 59.005173",MockSource,Outdoors,USD,56.13,https://placeholder.url,85.5
123,Sports,,"-63.720091, 160.929166",MockSource,Sports,USD,162.38,https://placeholder.url,3.99
791,Festivals,,"-7.994984, 148.175739",MockSource,Festivals,USD,153.79,https://placeholder.url,26.11
674,Pets,,"-2.395989, -19.04198",MockSource,Pets,USD,48.94,https://placeholder.url,79.94
17,Networking,,"56.707454, -164.286454",MockSource,Networking,USD,45.6,https://placeholder.url,80.8
476,Workshops,,"14.889901, -136.409908",MockSource,Workshops,USD,44.35,https://placeholder.url,82.2
287,Nightlife,,"-49.797522, 1.450436",MockSource,Nightlife,USD,38.95,https://placeholder.url,28.41
368,Nightlife,,"-32.195304, 68.781103",MockSource,Nightlife,USD,97.51,https://placeholder.url,99.32
942,Film,,"-83.028345, 39.943149",MockSource,Film,USD,18.76,https://placeholder.url,23.29
849,Music,,"59.917591, 161.483733",MockSource,Music,USD,54.14,https://placeholder.url,97.96
769,Pets,,"80.792274, 136.726539",MockSource,Pets,USD,20.56,https://placeholder.url,19.55
836,Holiday,,"12.933817, 26.255154",MockSource,Holiday,USD,87.51,https://placeholder.url,62.77
859,Music,,"55.346322, -70.406275",MockSource,Music,USD,124.08,https://placeholder.url,3.84
628,Film,,"28.24448, -33.967724",MockSource,Film,USD,25.27,https://placeholder.url,62.0
750,Networking,,"-67.220931, 3.269886",MockSource,Networking,USD,123.58,https://placeholder.url,24.36
794,Outdoors,,"-68.401069, 162.829359",MockSource,Outdoors,USD,64.81,https://placeholder.url,54.88
629,Wellness,,"48.560506, -37.694408",MockSource,Wellness,USD,46.64,https://placeholder.url,92.89
166,Exhibitions,,"-33.242212, -5.259199",MockSource,Exhibitions,USD,45.51,https://placeholder.url,86.16
811,Wellness,,"-53.323751, -168.296748",MockSource,Wellness,USD,42.2,https://placeholder.url,55.05
785,Charity,,"-10.927269, -52.97847",MockSource,Charity,USD,24.09,https://placeholder.url,83.12
161,Theater,,"-77.665253, -177.622701",MockSource,Theater,USD,33.85,https://placeholder.url,74.75
184,Nightlife,,"84.722578, -65.650865",MockSource,Nightlife,USD,78.75,https://placeholder.url,83.93
545,Outdoors,,"-60.651758, 22.890736",MockSource,Outdoors,USD,46.77,https://placeholder.url,94.96
653,Holiday,,"68.900205, 103.966332",MockSource,Holiday,USD,64.29,https://placeholder.url,37.21
428,Science,,"5.081998, -105.893963",MockSource,Science,USD,71.6,https://placeholder.url,68.77
771,Exhibitions,,"4.992998, -108.242006",MockSource,Exhibitions,USD,27.72,https://placeholder.url,71.31
927,Exhibitions,,"-59.564169, 38.245844",MockSource,Exhibitions,USD,45.14,https://placeholder.url,52.56
77,Music,,"-80.318876, -67.193478",MockSource,Music,USD,27.18,https://placeholder.url,70.64
480,Charity,,"-13.544204, 147.337937",MockSource,Charity,USD,12.41,https://placeholder.url,9.63
966,Community,,"-28.157979, 164.889694",MockSource,Community,USD,17.31,https://placeholder.url,20.53
260,Workshops,,"-82.151149, 169.096426",MockSource,Workshops,USD,34.47,https://placeholder.url,68.37
641,Nightlife,,"7.486993, 42.157912",MockSource,Nightlife,USD,64.92,https://placeholder.url,29.57
