Event ID,Event Type,description,location,source,type,currencyCode,Price ($),url,Distance (km)
378,Pets,,"-18.925153, 46.195984",MockSource,Pets,USD,22.33,https://placeholder.url,14.48
720,Pets,,"-67.855103, 39.579448",MockSource,Pets,USD,25.66,https://placeholder.url,13.86
356,Wellness,,"-88.395589, 166.570503",MockSource,Wellness,USD,12.47,https://placeholder.url,11.93
263,Exhibitions,,"41.04643, 146.368139",MockSource,Exhibitions,USD,25.54,https://placeholder.url,14.76
929,Nightlife,,"-65.887005, -38.466266",MockSource,Nightlife,USD,57.45,https://placeholder.url,11.72
443,Charity,,"10.999568, 70.807777",MockSource,Charity,USD,9.46,https://placeholder.url,15.35
941,Charity,,"-76.541802, -46.840257",MockSource,Charity,USD,21.1,https://placeholder.url,6.89
224,Virtual,,"63.590912, -56.955417",MockSource,Virtual,USD,10.68,https://placeholder.url,8.1
236,Festivals,,"51.808856, -100.253799",MockSource,Festivals,USD,73.6,https://placeholder.url,28.21
592,Workshops,,"-70.931254, -134.248798",MockSource,Workshops,USD,12.53,https://placeholder.url,9.64
802,Virtual,,"-80.460359, 174.693567",MockSource,Virtual,USD,16.03,https://placeholder.url,14.9
892,Community,,"56.007633, -99.140193",MockSource,Community,USD,3.93,https://placeholder.url,0.27
449,Festivals,,"-4.57458, -99.43825",MockSource,Festivals,USD,125.45,https://placeholder.url,20.94
809,Networking,,"-71.389655, -97.671128",MockSource,Networking,USD,92.16,https://placeholder.url,2.79
9,Charity,,"3.704711, 130.762433",MockSource,Charity,USD,39.21,https://placeholder.url,3.6
375,Pets,,"12.558681, 63.514231",MockSource,Pets,USD,38.87,https://placeholder.url,2.36
784,Outdoors,,"-14.001859, -169.79366",MockSource,Outdoors,USD,55.87,https://placeholder.url,3.58
781,Holiday,,"63.302842, 15.941106",MockSource,Holiday,USD,57.44,https://placeholder.url,2.86
245,Exhibitions,,"6.917035, 3.860088",MockSource,Exhibitions,USD,57.17,https://placeholder.url,2.69
181,Family,,"76.694921, 9.263411",MockSource,Family,USD,38.92,https://placeholder.url,4.09
801,Film,,"-24.628187, -131.678579",MockSource,Film,USD,37.5,https://placeholder.url,0.05
985,Theater,,"-59.626986, 54.625259",MockSource,Theater,USD,74.4,https://placeholder.url,5.25
239,Pets,,"-15.819264, -26.270967",MockSource,Pets,USD,37.8,https://placeholder.url,5.98
880,Science,,"87.081864, -97.235221",MockSource,Science,USD,32.07,https://placeholder.url,6.56
666,Virtual,,"72.218351, -101.584958",MockSource,Virtual,USD,9.54,https://placeholder.url,10.76
404,Wellness,,"45.407821, -48.062921",MockSource,Wellness,USD,51.75,https://placeholder.url,8.08
262,Holiday,,"43.013502, 28.271744",MockSource,Holiday,USD,5.93,https://placeholder.url,1.52
243,Conferences,,"72.614317, 121.053986",MockSource,Conferences,USD,140.3,https://placeholder.url,4.9
983,Festivals,,"-77.939839, 157.760511",MockSource,Festivals,USD,136.33,https://placeholder.url,20.01
517,Community,,"13.218736, -55.566624",MockSource,Community,USD,18.94,https://placeholder.url,9.87
840,Festivals,,"-3.772844, -168.984481",MockSource,Festivals,USD,106.75,https://placeholder.url,23.69
581,Science,,"5.835445, -125.474472",MockSource,Science,USD,82.3,https://placeholder.url,11.8
203,Exhibitions,,"-31.684806, 65.449353",MockSource,Exhibitions,USD,98.77,https://placeholder.url,12.15
281,Theater,,"-32.482454, -126.611668",MockSource,Theater,USD,141.12,https://placeholder.url,11.99
770,Festivals,,"-64.506115, 120.012615",MockSource,Festivals,USD,95.04,https://placeholder.url,56.2
829,Charity,,"-64.285385, 177.71877",MockSource,Charity,USD,26.38,https://placeholder.url,4.79
810,Science,,"54.007368, -132.379608",MockSource,Science,USD,37.97,https://placeholder.url,15.74
617,Festivals,,"59.300502, 79.405892",MockSource,Festivals,USD,83.35,https://placeholder.url,88.06
610,Workshops,,"-1.96788, -99.939149",MockSource,Workshops,USD,30.92,https://placeholder.url,3.97
115,Virtual,,"65.521992, -173.275727",MockSource,Virtual,USD,32.14,https://placeholder.url,16.69
654,Outdoors,,"36.428477, -53.650464",MockSource,Outdoors,USD,24.78,https://placeholder.url,6.5
153,Networking,,"45.894535, -86.157983",MockSource,Networking,USD,145.6,https://placeholder.url,4.05
353,Networking,,"-54.152185, -88.928413",MockSource,Networking,USD,24.2,https://placeholder.url,8.13
444,Networking,,"44.378141, 61.835618",MockSource,Networking,USD,137.27,https://placeholder.url,16.93
500,Festivals,,"25.080143, 150.362563",MockSource,Festivals,USD,90.55,https://placeholder.url,34.36
853,Theater,,"13.282084, -124.947573",MockSource,Theater,USD,141.92,https://placeholder.url,14.35
562,Exhibitions,,"-35.916193, 46.606726",MockSource,Exhibitions,USD,50.28,https://placeholder.url,18.25
876,Virtual,,"-75.902538, 38.683099",MockSource,Virtual,USD,9.53,https://placeholder.url,0.4
765,Workshops,,"6.089552, -150.66423",MockSource,Workshops,USD,13.82,https://placeholder.url,14.65
529,Holiday,,"-13.394757, 135.567835",MockSource,Holiday,USD,43.73,https://placeholder.url,21.73
573,Pets,,"39.302289, -23.656207",MockSource,Pets,USD,16.03,https://placeholder.url,6.74
896,Science,,"74.268754, -162.094795",MockSource,Science,USD,94.16,https://placeholder.url,0.35
110,Wellness,,"-79.336959, -5.557461",MockSource,Wellness,USD,56.42,https://placeholder.url,19.04
690,Community,,"1.625885, 97.878903",MockSource,Community,USD,4.77,https://placeholder.url,9.25
337,Exhibitions,,"-4.134581, -68.855712",MockSource,Exhibitions,USD,2.98,https://placeholder.url,10.68
943,Gaming,,"65.71282, 81.896978",MockSource,Gaming,USD,55.58,https://placeholder.url,22.56
847,Science,,"45.878334, -149.458221",MockSource,Science,USD,99.78,https://placeholder.url,19.69
438,Film,,"-39.331975, -54.239094",MockSource,Film,USD,39.2,https://placeholder.url,23.9
717,Theater,,"-14.046656, -37.298719",MockSource,Theater,USD,49.03,https://placeholder.url,23.27
141,Festivals,,"40.681294, -154.868939",MockSource,Festivals,USD,125.3,https://placeholder.url,88.97
956,Holiday,,"-8.316551, 5.769202",MockSource,Holiday,USD,42.76,https://placeholder.url,21.99
309,Festivals,,"61.050279, -146.851897",MockSource,Festivals,USD,119.52,https://placeholder.url,93.69
277,Holiday,,"59.713854, -43.684721",MockSource,Holiday,USD,77.72,https://placeholder.url,19.77
315,Nightlife,,"-16.900662, 106.316836",MockSource,Nightlife,USD,73.55,https://placeholder.url,19.01
902,Music,,"-52.255634, -122.227672",MockSource,Music,USD,82.4,https://placeholder.url,27.3
905,Nightlife,,"-46.63472, 115.810883",MockSource,Nightlife,USD,24.66,https://placeholder.url,19.51
164,Festivals,,"60.183683, -66.772427",MockSource,Festivals,USD,122.53,https://placeholder.url,67.43
726,Exhibitions,,"81.822573, -8.18254",MockSource,Exhibitions,USD,92.15,https://placeholder.url,25.09
341,Pets,,"66.781318, 107.845481",MockSource,Pets,USD,47.97,https://placeholder.url,7.17
734,Holiday,,"-53.267451, 70.295273",MockSource,Holiday,USD,16.98,https://placeholder.url,17.52
954,Science,,"-12.14816, -37.10936",MockSource,Science,USD,63.82,https://placeholder.url,23.38
39,Sports,,"28.504938, 124.628552",MockSource,Sports,USD,36.3,https://placeholder.url,29.94
672,Holiday,,"-14.311072, 102.577692",MockSource,Holiday,USD,41.87,https://placeholder.url,28.34
325,Science,,"20.560821, -153.900045",MockSource,Science,USD,38.68,https://placeholder.url,27.68
405,Charity,,"-25.169282, -165.97622",MockSource,Charity,USD,20.07,https://placeholder.url,19.79
515,Outdoors,,"-3.96745, 161.545472",MockSource,Outdoors,USD,3.96,https://placeholder.url,20.35
461,Outdoors,,"83.719968, -71.743269",MockSource,Outdoors,USD,69.52,https://placeholder.url,24.87
572,Networking,,"74.536043, -63.047423",MockSource,Networking,USD,57.17,https://placeholder.url,29.28
370,Outdoors,,"-88.876302, -35.250458",MockSource,Outdoors,USD,72.73,https://placeholder.url,29.47
313,Workshops,,"49.444324, 92.603907",MockSource,Workshops,USD,13.36,https://placeholder.url,20.49
605,Exhibitions,,"45.558947, 133.481548",MockSource,Exhibitions,USD,97.55,https://placeholder.url,25.46
128,Theater,,"-29.294938, -90.603867",MockSource,Theater,USD,121.66,https://placeholder.url,18.45
51,Film,,"-16.338235, -77.715991",MockSource,Film,USD,37.28,https://placeholder.url,27.81
432,Pets,,"6.067122, -112.509833",MockSource,Pets,USD,0.4,https://placeholder.url,24.19
549,Family,,"76.570628, 77.466734",MockSource,Family,USD,26.55,https://placeholder.url,24.85
891,Sports,,"70.999754, -156.974995",MockSource,Sports,USD,91.0,https://placeholder.url,1.43
441,Exhibitions,,"-55.230715, 78.687732",MockSource,Exhibitions,USD,30.27,https://placeholder.url,27.98
45,Community,,"2.053072, 58.674267",MockSource,Community,USD,3.01,https://placeholder.url,23.93
284,Festivals,,"60.615618, -130.450842",MockSource,Festivals,USD,142.49,https://placeholder.url,97.27
218,Pets,,"-23.935088, 60.749818",MockSource,Pets,USD,34.55,https://placeholder.url,12.77
691,Community,,"32.817959, 41.541659",MockSource,Community,USD,17.37,https://placeholder.url,22.23
644,Theater,,"55.280823, -128.319375",MockSource,Theater,USD,126.1,https://placeholder.url,24.03
48,Film,,"33.016837, -42.191145",MockSource,Film,USD,17.87,https://placeholder.url,22.84
402,Exhibitions,,"50.562492, -178.910452",MockSource,Exhibitions,USD,10.35,https://placeholder.url,27.95
10,Nightlife,,"80.971419, -164.697483",MockSource,Nightlife,USD,76.5,https://placeholder.url,2.14
55,Nightlife,,"-57.970887, -61.284388",MockSource,Nightlife,USD,20.49,https://placeholder.url,25.92
948,Exhibitions,,"2.660194, -20.831258",MockSource,Exhibitions,USD,79.75,https://placeholder.url,20.1
627,Exhibitions,,"-65.221448, -1.399207",MockSource,Exhibitions,USD,15.76,https://placeholder.url,6.11
815,Film,,"-49.186242, -66.541285",MockSource,Film,USD,27.83,https://placeholder.url,10.38
229,Science,,"-73.157247, 173.5637",MockSource,Science,USD,51.74,https://placeholder.url,22.81
261,Theater,,"-72.046856, 149.517939",MockSource,Theater,USD,144.67,https://placeholder.url,19.97
699,Networking,,"50.272258, 24.990226",MockSource,Networking,USD,42.09,https://placeholder.url,13.27
429,Pets,,"-4.223505, -115.630539",MockSource,Pets,USD,12.17,https://placeholder.url,25.22
502,Virtual,,"22.390043, 146.178927",MockSource,Virtual,USD,4.98,https://placeholder.url,25.9
803,Nightlife,,"-52.729339, -131.31764",MockSource,Nightlife,USD,61.38,https://placeholder.url,22.78
18,Theater,,"-43.632935, -101.231579",MockSource,Theater,USD,45.61,https://placeholder.url,23.11
588,Conferences,,"-6.27228, -88.423907",MockSource,Conferences,USD,375.27,https://placeholder.url,0.7
821,Theater,,"-25.559384, -99.160279",MockSource,Theater,USD,51.73,https://placeholder.url,23.34
124,Exhibitions,,"-79.680231, 45.696452",MockSource,Exhibitions,USD,57.04,https://placeholder.url,0.39
291,Holiday,,"-37.719922, -49.987249",MockSource,Holiday,USD,0.87,https://placeholder.url,27.44
14,Festivals,,"85.98258, -136.567289",MockSource,Festivals,USD,114.07,https://placeholder.url,32.9
863,Science,,"9.033536, -157.404274",MockSource,Science,USD,52.4,https://placeholder.url,81.37
23,Exhibitions,,"72.401956, -111.635181",MockSource,Exhibitions,USD,33.75,https://placeholder.url,41.64
665,Wellness,,"-63.996335, 68.082345",MockSource,Wellness,USD,59.19,https://placeholder.url,76.47
149,Networking,,"62.941163, 136.50234",MockSource,Networking,USD,31.61,https://placeholder.url,44.04
233,Sports,,"-1.765118, 138.687321",MockSource,Sports,USD,80.41,https://placeholder.url,99.25
709,Exhibitions,,"58.943457, 130.978013",MockSource,Exhibitions,USD,80.29,https://placeholder.url,1.94
367,Sports,,"-74.457984, 161.429329",MockSource,Sports,USD,55.22,https://placeholder.url,24.59
293,Nightlife,,"17.416006, 178.315299",MockSource,Nightlife,USD,96.71,https://placeholder.url,98.23
818,Science,,"23.156422, 69.458726",MockSource,Science,USD,72.95,https://placeholder.url,90.47
176,Festivals,,"51.990387, -46.237061",MockSource,Festivals,USD,83.28,https://placeholder.url,80.68
869,Networking,,"-0.756182, 152.60516",MockSource,Networking,USD,77.72,https://placeholder.url,75.26
61,Family,,"-45.628148, 145.399978",MockSource,Family,USD,79.48,https://placeholder.url,45.54
556,Pets,,"56.984434, -13.037035",MockSource,Pets,USD,44.39,https://placeholder.url,88.65
271,Festivals,,"82.216724, -42.370874",MockSource,Festivals,USD,54.66,https://placeholder.url,97.05
735,Networking,,"89.329662, 155.212022",MockSource,Networking,USD,41.69,https://placeholder.url,77.69
913,Conferences,,"-72.400812, -2.470721",MockSource,Conferences,USD,338.93,https://placeholder.url,7.15
688,Workshops,,"-45.945858, 170.187425",MockSource,Workshops,USD,16.17,https://placeholder.url,10.11
189,Nightlife,,"2.054219, 105.534672",MockSource,Nightlife,USD,54.25,https://placeholder.url,57.94
789,Workshops,,"65.283463, -43.368134",MockSource,Workshops,USD,38.35,https://placeholder.url,71.29
543,Theater,,"12.769385, 58.27164",MockSource,Theater,USD,46.11,https://placeholder.url,97.03
932,Sports,,"-27.599436, 29.539933",MockSource,Sports,USD,215.87,https://placeholder.url,9.04
648,Virtual,,"-29.686197, 129.121929",MockSource,Virtual,USD,48.36,https://placeholder.url,42.68
202,Nightlife,,"66.121596, -169.409156",MockSource,Nightlife,USD,31.84,https://placeholder.url,68.71
504,Festivals,,"-4.581976, -57.66834",MockSource,Festivals,USD,139.0,https://placeholder.url,57.31
371,Exhibitions,,"-54.488737, 74.446572",MockSource,Exhibitions,USD,90.85,https://placeholder.url,39.17
120,Nightlife,,"87.845901, 76.664171",MockSource,Nightlife,USD,92.39,https://placeholder.url,85.49
713,Sports,,"75.743138, 57.257302",MockSource,Sports,USD,66.19,https://placeholder.url,94.77
753,Exhibitions,,"86.939375, -123.435981",MockSource,Exhibitions,USD,76.17,https://placeholder.url,84.19
210,Pets,,"26.722365, 45.906435",MockSource,Pets,USD,36.26,https://placeholder.url,43.22
43,Exhibitions,,"-63.055738, 18.543123",MockSource,Exhibitions,USD,67.05,https://placeholder.url,56.24
211,Gaming,,"28.740121, -102.678133",MockSource,Gaming,USD,40.61,https://placeholder.url,40.47
123,Workshops,,"30.450703, 109.241566",MockSource,Workshops,USD,41.04,https://placeholder.url,54.69
503,Networking,,"-43.151172, -166.877039",MockSource,Networking,USD,134.8,https://placeholder.url,1.43
1,Exhibitions,,"46.573157, -135.118575",MockSource,Exhibitions,USD,91.48,https://placeholder.url,95.02
163,Wellness,,"-88.063182, -14.607418",MockSource,Wellness,USD,33.84,https://placeholder.url,62.31
704,Nightlife,,"-16.733234, -77.88059",MockSource,Nightlife,USD,97.5,https://placeholder.url,54.51
338,Gaming,,"-48.25916, 126.776694",MockSource,Gaming,USD,35.29,https://placeholder.url,61.42
673,Music,,"84.167161, 154.889811",MockSource,Music,USD,49.43,https://placeholder.url,65.67
918,Holiday,,"-22.396608, -104.616539",MockSource,Holiday,USD,64.83,https://placeholder.url,76.49
460,Outdoors,,"-17.995245, -141.583656",MockSource,Outdoors,USD,92.7,https://placeholder.url,84.83
824,Wellness,,"63.014602, 170.71082",MockSource,Wellness,USD,71.57,https://placeholder.url,59.6
372,Gaming,,"-53.592418, -111.485822",MockSource,Gaming,USD,34.4,https://placeholder.url,93.44
68,Sports,,"-4.503588, 75.380366",MockSource,Sports,USD,51.63,https://placeholder.url,69.46
754,Networking,,"60.409269, 45.097147",MockSource,Networking,USD,110.04,https://placeholder.url,7.17
106,Family,,"62.732379, 136.323057",MockSource,Family,USD,25.06,https://placeholder.url,21.47
472,Outdoors,,"78.79425, 64.883656",MockSource,Outdoors,USD,87.96,https://placeholder.url,74.07
302,Holiday,,"48.650228, -178.1541",MockSource,Holiday,USD,53.92,https://placeholder.url,72.31
426,Gaming,,"-15.148796, -23.146887",MockSource,Gaming,USD,38.98,https://placeholder.url,58.04
554,Nightlife,,"-10.010039, 145.043092",MockSource,Nightlife,USD,97.68,https://placeholder.url,59.87
374,Outdoors,,"-41.380641, -82.976936",MockSource,Outdoors,USD,76.68,https://placeholder.url,44.57
633,Pets,,"-16.774877, 96.209635",MockSource,Pets,USD,32.27,https://placeholder.url,84.86
745,Theater,,"58.583893, 80.905988",MockSource,Theater,USD,95.33,https://placeholder.url,53.69
273,Music,,"-67.949495, 99.308176",MockSource,Music,USD,58.1,https://placeholder.url,92.05
576,Nightlife,,"-82.145562, 25.059136",MockSource,Nightlife,USD,86.42,https://placeholder.url,31.95
849,Holiday,,"60.334367, -50.003823",MockSource,Holiday,USD,84.46,https://placeholder.url,80.93
728,Exhibitions,,"4.374951, 66.878931",MockSource,Exhibitions,USD,49.27,https://placeholder.url,40.04
669,Pets,,"-44.708924, -161.034805",MockSource,Pets,USD,31.17,https://placeholder.url,49.87
158,Workshops,,"21.125509, 133.798553",MockSource,Workshops,USD,44.18,https://placeholder.url,96.49
494,Pets,,"-40.69488, 53.693741",MockSource,Pets,USD,38.74,https://placeholder.url,34.91
222,Family,,"-53.023243, -140.949112",MockSource,Family,USD,61.55,https://placeholder.url,78.53
457,Charity,,"-60.200333, 39.243289",MockSource,Charity,USD,47.78,https://placeholder.url,99.76
991,Music,,"60.525482, 26.888469",MockSource,Music,USD,79.04,https://placeholder.url,33.39
527,Gaming,,"23.937687, 65.570239",MockSource,Gaming,USD,50.17,https://placeholder.url,59.69
183,Gaming,,"65.522517, 173.925247",MockSource,Gaming,USD,59.47,https://placeholder.url,31.29
380,Science,,"38.340957, 106.626368",MockSource,Science,USD,78.64,https://placeholder.url,32.49
60,Pets,,"-39.831852, -141.571185",MockSource,Pets,USD,33.05,https://placeholder.url,50.28
602,Workshops,,"64.718774, -37.012189",MockSource,Workshops,USD,40.17,https://placeholder.url,71.64
93,Exhibitions,,"-55.391854, 150.452678",MockSource,Exhibitions,USD,59.87,https://placeholder.url,57.25
485,Nightlife,,"14.898132, -68.123806",MockSource,Nightlife,USD,79.7,https://placeholder.url,95.63
244,Film,,"-1.472391, -97.810515",MockSource,Film,USD,36.3,https://placeholder.url,72.79
993,Pets,,"16.048192, 78.11106",MockSource,Pets,USD,31.51,https://placeholder.url,67.76
968,Workshops,,"56.426046, 141.68077",MockSource,Workshops,USD,31.29,https://placeholder.url,57.99
112,Theater,,"-23.432546, 8.050902",MockSource,Theater,USD,89.19,https://placeholder.url,31.63
493,Conferences,,"-66.720511, -97.320816",MockSource,Conferences,USD,361.41,https://placeholder.url,13.69
286,Pets,,"-73.194806, -95.230177",MockSource,Pets,USD,36.11,https://placeholder.url,87.35
782,Wellness,,"-23.352786, 107.315139",MockSource,Wellness,USD,37.11,https://placeholder.url,42.79
694,Music,,"-18.439656, -66.638805",MockSource,Music,USD,35.98,https://placeholder.url,98.08
415,Holiday,,"75.416541, 70.649076",MockSource,Holiday,USD,51.03,https://placeholder.url,50.14
197,Theater,,"82.635107, -80.57967",MockSource,Theater,USD,50.22,https://placeholder.url,69.62
65,Wellness,,"68.204092, -111.28005",MockSource,Wellness,USD,64.15,https://placeholder.url,79.72
976,Networking,,"22.347577, -148.944742",MockSource,Networking,USD,74.89,https://placeholder.url,76.33
150,Exhibitions,,"24.326299, -23.605509",MockSource,Exhibitions,USD,96.65,https://placeholder.url,70.2
188,Holiday,,"4.800098, 94.656338",MockSource,Holiday,USD,44.33,https://placeholder.url,50.66
658,Sports,,"-17.911686, 113.884412",MockSource,Sports,USD,162.65,https://placeholder.url,6.03
833,Workshops,,"67.857291, 3.442823",MockSource,Workshops,USD,43.43,https://placeholder.url,90.92
231,Workshops,,"78.390921, -30.536277",MockSource,Workshops,USD,33.49,https://placeholder.url,82.39
982,Music,,"27.724294, 115.69891",MockSource,Music,USD,31.26,https://placeholder.url,57.88
867,Workshops,,"49.260388, 72.373295",MockSource,Workshops,USD,44.64,https://placeholder.url,69.28
336,Exhibitions,,"13.132459, 125.780763",MockSource,Exhibitions,USD,81.45,https://placeholder.url,27.4
559,Networking,,"-82.777485, -124.914081",MockSource,Networking,USD,79.44,https://placeholder.url,39.94
285,Networking,,"89.192454, -35.253614",MockSource,Networking,USD,86.29,https://placeholder.url,30.37
838,Holiday,,"10.561046, 40.054191",MockSource,Holiday,USD,78.76,https://placeholder.url,87.47
289,Film,,"82.523512, 117.43826",MockSource,Film,USD,38.63,https://placeholder.url,61.04
377,Virtual,,"-20.669475, 121.456861",MockSource,Virtual,USD,47.62,https://placeholder.url,87.79
145,Gaming,,"74.314089, -123.715437",MockSource,Gaming,USD,43.67,https://placeholder.url,98.6
937,Exhibitions,,"-27.21871, 100.96218",MockSource,Exhibitions,USD,74.04,https://placeholder.url,77.14
498,Gaming,,"76.328842, 1.066206",MockSource,Gaming,USD,45.22,https://placeholder.url,57.23
256,Holiday,,"-41.141519, 44.670526",MockSource,Holiday,USD,61.58,https://placeholder.url,62.5
548,Music,,"84.940199, 19.470303",MockSource,Music,USD,96.69,https://placeholder.url,36.4
951,Networking,,"-74.856054, 93.743234",MockSource,Networking,USD,56.62,https://placeholder.url,63.47
964,Science,,"-87.082086, 80.984718",MockSource,Science,USD,76.18,https://placeholder.url,44.09
25,Music,,"-89.509112, 133.339685",MockSource,Music,USD,112.0,https://placeholder.url,4.14
87,Outdoors,,"45.070354, 5.314648",MockSource,Outdoors,USD,48.64,https://placeholder.url,76.94
230,Virtual,,"-70.132337, 58.616654",MockSource,Virtual,USD,37.3,https://placeholder.url,85.57
435,Exhibitions,,"-77.012836, 128.360387",MockSource,Exhibitions,USD,90.13,https://placeholder.url,28.27
152,Sports,,"61.026465, -139.617335",MockSource,Sports,USD,209.88,https://placeholder.url,11.63
490,Pets,,"14.217162, -56.452622",MockSource,Pets,USD,31.5,https://placeholder.url,70.28
22,Exhibitions,,"-2.021001, 79.1289",MockSource,Exhibitions,USD,89.73,https://placeholder.url,97.32
190,Gaming,,"-6.954707, 70.139586",MockSource,Gaming,USD,26.1,https://placeholder.url,91.04
945,Sports,,"38.495277, 178.701867",MockSource,Sports,USD,247.08,https://placeholder.url,16.2
848,Gaming,,"-70.634237, -97.528395",MockSource,Gaming,USD,23.7,https://placeholder.url,83.06
102,Theater,,"27.326236, 96.168411",MockSource,Theater,USD,34.57,https://placeholder.url,42.39
71,Networking,,"33.823155, 113.898846",MockSource,Networking,USD,95.78,https://placeholder.url,73.47
783,Wellness,,"-50.190957, 119.264371",MockSource,Wellness,USD,42.17,https://placeholder.url,72.0
936,Wellness,,"-0.46569, -158.20213",MockSource,Wellness,USD,35.78,https://placeholder.url,90.43
288,Outdoors,,"-33.12372, -173.271258",MockSource,Outdoors,USD,92.08,https://placeholder.url,98.18
988,Conferences,,"22.196178, 132.01866",MockSource,Conferences,USD,449.73,https://placeholder.url,0.44
252,Film,,"83.756915, 113.94292",MockSource,Film,USD,33.67,https://placeholder.url,35.77
108,Virtual,,"21.592336, 21.71949",MockSource,Virtual,USD,36.09,https://placeholder.url,55.06
395,Virtual,,"73.433785, -8.043017",MockSource,Virtual,USD,34.5,https://placeholder.url,59.3
393,Holiday,,"-25.259127, 110.773048",MockSource,Holiday,USD,52.83,https://placeholder.url,57.85
525,Networking,,"13.966338, -138.493385",MockSource,Networking,USD,52.7,https://placeholder.url,76.7
795,Workshops,,"-45.996123, 161.551358",MockSource,Workshops,USD,26.47,https://placeholder.url,61.86
